book_name,book_Price,book_reviews,book_rating,book_date,book_discount,book_author
"Mastering Microsoft Dynamics NAV 2016: The compilation of best skillset to harness Microsoft Dynamics NAV for Administrators, Consultants, and Developers","3,489",2,2.5 out of 5 stars,22-Mar-17,(19% off),by Rabindra Sah | 22 March 2017
"Full-Stack React Projects: Learn MERN stack development by building modern web apps using MongoDB, Express, React, and Node.js, 2nd Edition","2,226",63,4.1 out of 5 stars,17-Apr-20,(20% off),by Shama Hoque | 17 April 2020
"Cloud Native Development Patterns and Best Practices: Practical architectural patterns for building modern, distributed cloud-native systems","2,782",11,4.0 out of 5 stars,09-Feb-18,(20% off),by John Gilbert | 9 February 2018
Mastering Software Testing with JUnit 5,"2,782",16,4.2 out of 5 stars,27-Oct-17,(20% off),by Boni Garcia | 27 October 2017
Hands-On C++ Game Animation Programming: Learn modern animation techniques from theory to implementation with C++ and OpenGL,"2,226",23,4.7 out of 5 stars,12-Jun-20,(20% off),by Gabor Szauer | 12 June 2020
Hands-On Edge Analytics with Azure IoT: Design and develop IoT applications with edge analytical solutions including Azure IoT Edge,"2,466",5,5.0 out of 5 stars,21-May-20,(20% off),by Colin Dow | 21 May 2020
Practical Convolutional Neural Networks: Implement advanced deep learning models using Python,"2,226",7,3.2 out of 5 stars,27-Feb-18,(20% off),"by Mohit Sewak , Md. Rezaul Karim , et al. | 27 February 2018"
Mastering Unreal Engine 4.X: Master the art of building AAA games with Unreal Engine,"3,100",4,2.0 out of 5 stars,06-Jan-16,(20% off),by Muhammad A.Moniem | 6 January 2016
"Going the Distance with Babylon.js: Building extensible, maintainable, and attractive browser-based interactive applications using JavaScript","2,386",,,16-Sep-22,(20% off),by Josh Elster and David Catuhe | 16 September 2022
"Professional Azure SQL Managed Database Administration: Efficiently manage and modernize data in the cloud using Azure SQL, 3rd Edition","3,100",8,4.8 out of 5 stars,08-Mar-21,(20% off),by Ahmad Osama and Shashikant Shakya | 8 March 2021
Android Security Cookbook,"2,782",4,4.6 out of 5 stars,23-Dec-13,(20% off),by Keith Makan and Scott Alexander-Bown | 23 December 2013
"PostgreSQL Administration Cookbook, 9.5/9.6 Edition: Effective database management for administrators","3,736",8,4.1 out of 5 stars,27-Apr-17,(20% off),"by Simon Riggs , Gianni Ciolli, et al. | 27 April 2017"
Python Automation Cookbook: Explore the world of automation using Python recipes that will enhance your skills,"2,226",12,4.5 out of 5 stars,27-Sep-18,(20% off),by Jaime Buelta | 27 September 2018
"Qt5 C++ GUI Programming Cookbook: Practical recipes for building cross-platform GUI applications, widgets, and animations with Qt 5, 2nd Edition","2,464",28,4.2 out of 5 stars,27-Mar-19,(20% off),by Lee Zhi Eng | 27 March 2019
"ROS Robotics Projects: Make your robots see, sense, and interact with cool and engaging projects with Robotic Operating System","3,101",19,3.7 out of 5 stars,31-Mar-17,(20% off),by Lentin Joseph | 31 March 2017
"Designing and Prototyping Interfaces with Figma: Learn essential UX/UI design principles by creating interactive prototypes for mobile, tablet, and desktop","2,784",17,4.7 out of 5 stars,16-Mar-22,(20% off),by Fabio Staiano | 16 March 2022
SwiftUI Cookbook: Discover solutions and best practices to tackle the most common problems while building SwiftUI apps,"2,464",26,4.1 out of 5 stars,19-Oct-20,(20% off),by Giordano Scalzo and Edgar Nzokwe | 19 October 2020
"Mastering Geospatial Development with QGIS 3.x: An in-depth guide to becoming proficient in spatial data analysis using QGIS 3.4 and 3.6 with Python, 3rd Edition","2,464",20,4.2 out of 5 stars,28-Mar-19,(20% off),"by Shammunul Islam, Simon Miles, et al. | 28 March 2019"
Mastering PyTorch: Build powerful neural network architectures using advanced PyTorch 1.x features,"2,782",32,4.6 out of 5 stars,12-Feb-21,(20% off),by Ashish Ranjan Jha and Dr. Gopinath Pillai | 12 February 2021
MQTT Essentials - A Lightweight IoT Protocol: Send and receive messages with the MQTT protocol for your IoT solutions.,"2,464",16,4.5 out of 5 stars,14-Apr-17,(20% off),by Gaston C. Hillar | 14 April 2017
Azure Synapse Analytics Cookbook: Implement a limitless analytical platform using effective recipes for Azure Synapse,"2,464",14,4.5 out of 5 stars,29-Apr-22,(20% off),by Gaurav Agarwal and Meenakshi Muralidharan | 29 April 2022
"Salesforce CRM - The Definitive Admin Handbook: Build, configure, and customize Salesforce CRM and mobile solutions, 5th Edition","2,464",72,4.3 out of 5 stars,27-Apr-19,(20% off),by Paul Goodey | 27 April 2019
Kotlin Programming by Example: Build real-world Android and web applications the Kotlin way,"3,100",9,3.8 out of 5 stars,01-Jan-18,(20% off),by Iyanu Adelekan | 1 January 2018
"Windows Terminal Tips, Tricks, and Productivity Hacks: Optimize your command-line usage and development processes with pro-level techniques","1,828",13,4.6 out of 5 stars,30-Apr-21,(20% off),by Will Fuqua and Carlos Zamora | 30 April 2021
PostgreSQL 9.6 High Performance,"1,399",3,3.5 out of 5 stars,31-May-17,,by Ibrar Ahmed and Gregory Smith | 31 May 2017
Python 3 Text Processing with NLTK 3 Cookbook: Over 80 practical recipes on natural language processing techniques using Python's NLTK 3.0,"2,782",14,3.6 out of 5 stars,26-Aug-14,(20% off),by Jacob Perkins | 26 August 2014
Microsoft Power BI Complete Reference: Bring your data to life with the powerful features of Microsoft Power BI,"3,100",80,4.2 out of 5 stars,21-Dec-18,(20% off),"by Devin Knight , Brian Knight, et al. | 21 December 2018"
Deep Learning for Natural Language Processing: Solve your natural language processing problems with smart deep neural networks,"2,226",5,3.1 out of 5 stars,11-Jun-19,(20% off),"by Karthiek Reddy Bokka, Shubhangi Hora, et al. | 11 June 2019"
Mastering Machine Learning with scikit-learn -,"2,783",6,4.6 out of 5 stars,24-Jul-17,(20% off),by Gavin Hackeling | 24 July 2017
Advanced UFT 12 for Test Engineers Cookbook,"2,782",2,2.4 out of 5 stars,28-Nov-14,(20% off),by Meir Bar-Tal and Jonathon Lee Wright | 28 November 2014
Modern Web Testing with TestCafe: Get to grips with end-to-end web testing with TestCafe and JavaScript,"1,828",7,4.1 out of 5 stars,30-Sep-20,(20% off),by Dmytro Shpakovskyi | 30 September 2020
"Salesforce CRM: The Definitive Admin Handbook: The Definitive Admin Handbook - Second Edition: Salesforce CRM is a web-based Customer Relationship ... service, administrators of all levels can ea","3,418",9,3.3 out of 5 stars,24-Jul-13,(20% off),by Paul Goodey | 24 July 2013
Data Science for Marketing Analytics: Achieve your marketing goals with the data analytics power of Python,"2,464",13,4.2 out of 5 stars,30-Mar-19,(20% off),"by Tommy Blanchard, Debasish Behera , et al. | 30 March 2019"
Mastering Unity Scripting: Learn advanced C# tips and techniques to make professional-grade games with Unity,"3,100",13,4.5 out of 5 stars,31-Jan-15,(20% off),by Alan Thorn | 31 January 2015
Mastering Computer Vision with TensorFlow 2.x: Build advanced computer vision applications using machine learning and deep learning techniques,"2,784",16,4.0 out of 5 stars,15-May-20,(20% off),by Krishnendu Kar | 15 May 2020
Mastering Android NDK,"3,100",1,5.0 out of 5 stars,30-Sep-15,(20% off),by Sergey Kosarevsky and Viktor Latypov | 30 September 2015
"Mastering Metasploit: Exploit systems, cover your tracks, and bypass security controls with the Metasploit 5.0 framework, 4th Edition","2,782",72,4.5 out of 5 stars,12-Jun-20,(20% off),by Nipun Jaswal | 12 June 2020
"The The Azure Cloud Native Architecture Mapbook: Explore Microsoft Cloud’s infrastructure, application, data, and security architecture","3,577",33,4.6 out of 5 stars,17-Feb-21,(20% off),by Stephane Eyskens and Ed Price | 17 February 2021
Apache Camel Developer's Cookbook (Solve Common Integration Tasks With over 100 Easily Accessible Apache Camel Recipes),"3,100",18,4.2 out of 5 stars,26-Dec-13,(20% off),by Scott Cranton and Jakub Korab | 26 December 2013
"Odoo 14 Development Cookbook: Rapidly build, customize, and manage secure and efficient business apps using Odoo's latest features, 4th Edition","3,100",16,4.1 out of 5 stars,24-Dec-20,(20% off),"by Parth Gajjar , Alexandre Fayolle, et al. | 24 December 2020"
Troubleshooting Citrix XenApp®,"2,226",3,5.0 out of 5 stars,29-Dec-15,(20% off),by Dragos Madarasan and Suraj Patil | 29 December 2015
Hands-On Microsoft Teams: A practical guide to enhancing enterprise collaboration with Microsoft Teams and Office 365,"4,136",175,4.3 out of 5 stars,30-Apr-20,(20% off),by João Ferreira | 30 April 2020
"Mastering Reinforcement Learning with Python: Build next-generation, self-learning models using reinforcement learning techniques and best practices","2,782",28,4.4 out of 5 stars,18-Dec-20,(20% off),by Enes Bilgin | 18 December 2020
Python Projects for Kids,924,5,3.8 out of 5 stars,06-Jan-16,(63% off),by Jessica Ingrassellino | 6 January 2016
Mobile Application Penetration Testing,"3,100",3,3.1 out of 5 stars,06-Jan-16,(20% off),by Vijay Kumar Velu | 6 January 2016
"Python 3 Object Oriented Programming: If you feel it'Äôs time you learned object-oriented programming techniques, this is the perfect book for you. ... how to harness the power of OOP in Python.","3,101",59,4.5 out of 5 stars,15-Dec-10,(20% off),by Dusty Phillips | 15 December 2010
Learning Vulkan: Get introduced to the next generation graphics API-Vulkan,"3,418",11,3.2 out of 5 stars,13-Dec-16,(20% off),by Parminder Singh | 13 December 2016
"Hands-On JavaScript High Performance: Build faster web apps using Node.js, Svelte.js, and WebAssembly","2,226",5,4.0 out of 5 stars,28-Feb-20,(20% off),by Justin Scherer | 28 February 2020
"Java 11 Cookbook: A definitive guide to learning the key concepts of modern application development, 2nd Edition","2,474",8,4.7 out of 5 stars,29-Sep-18,(38% off),by Nick Samoylov and Mohamed Sanaulla | 29 September 2018
"Hands-On Geospatial Analysis with R and QGIS: A beginner’s guide to manipulating, managing, and analyzing spatial data using R and QGIS 3.2.2","3,100",8,3.9 out of 5 stars,30-Nov-18,(20% off),by Shammunul Islam | 30 November 2018
"Unity Virtual Reality Projects: Learn Virtual Reality by developing more than 10 engaging projects with Unity 2018, 2nd Edition","3,100",8,3.7 out of 5 stars,24-May-18,(20% off),by Jonathan Linowes | 24 May 2018
Learning VMware NSX -,"2,464",9,3.0 out of 5 stars,24-Aug-17,(20% off),by Ranjit Singh Thakurratan | 24 August 2017
Photographic Rendering with VRay for SketchUp: Turn your 3D modeling into photographic realism with this superb guide for SketchUp users. Through ... side to photographic rendering using V-Ray,"3,171",25,4.0 out of 5 stars,19-Mar-14,(19% off),by Brian Bradley | 19 March 2014
Lua Quick Start Guide: The easiest way to learn Lua programming,"1,828",53,4.4 out of 5 stars,27-Jul-18,(20% off),by Gabor Szauer | 27 July 2018
Kivy Blueprints,"2,782",10,4.4 out of 5 stars,31-Jan-15,(20% off),by Mark Vasilkov | 31 January 2015
Kivy: Interactive Applications in Python,"2,226",8,3.7 out of 5 stars,25-Sep-13,(20% off),by Roberto Ulloa | 25 September 2013
3D Printing Designs: Fun and Functional Projects,"1,899",1,2.0 out of 5 stars,06-Jan-16,(17% off),by Joe Larson | 6 January 2016
Frank Kane's Taming Big Data with Apache Spark and Python: Real-world examples to help you analyze large datasets with Apache Spark,"2,464",38,3.9 out of 5 stars,30-Jun-17,(20% off),by Frank Kane | 30 June 2017
"Unreal Engine 4.x Scripting with C++ Cookbook: Develop quality game components and solve scripting problems with the power of C++ and UE4, 2nd Edition","2,464",33,4.1 out of 5 stars,29-Mar-19,(20% off),"by John P. Doran , William Sherif, et al. | 29 March 2019"
Mastering C++ Programming: Modern C++ 17 at your fingertips,"2,990",6,3.6 out of 5 stars,01-Sep-17,(23% off),by Jeganathan Swaminathan | 1 September 2017
Java Deep Learning Essentials: Unlocking the next generation of predictive power,"3,027",10,3.5 out of 5 stars,06-Jan-16,(22% off),by Yusuke Sugomori | 6 January 2016
Practical C Programming: Solutions for modern C developers to create efficient and well-structured programs,"2,227",18,4.3 out of 5 stars,14-Feb-20,(20% off),by B. M. Harwani | 14 February 2020
Learning Web Development with Bootstrap and AngularJS,"22,537",5,3.1 out of 5 stars,30-May-15,,by Stephen Radford | 30 May 2015
Angular 8 for Enterprise-Ready Web Applications -: Build and deliver production-grade and evergreen Angular apps at cloud-scale,"2,464",56,4.2 out of 5 stars,27-Apr-20,(20% off),by Doguhan Uluca | 27 April 2020
"Spring 5.0 Projects: Build seven web development projects with Spring MVC, Angular 6, JHipster, WebFlux, and Spring Boot 2","2,782",4,4.4 out of 5 stars,28-Feb-19,(20% off),by Nilang Patel | 28 February 2019
Functional Kotlin: Extend your OOP skills and implement Functional techniques in Kotlin and Arrow,"3,100",8,4.1 out of 5 stars,23-Feb-18,(20% off),by Mario Arias and Rivu Chakraborty | 23 February 2018
"Hands-On Design Patterns with Kotlin: Build scalable applications using traditional, reactive, and concurrent design patterns in Kotlin","2,782",27,4.3 out of 5 stars,15-Jun-18,(20% off),by Alexey Soshin | 15 June 2018
"Go Programming Blueprints - Second Edition: Build real-world, production-ready solutions in Go using cutting-edge technology and techniques","3,100",16,3.7 out of 5 stars,01-Jan-16,(20% off),by Mat Ryer | 1 January 2016
"Learn Qt 5: Build modern, responsive cross-platform desktop applications with Qt, C++, and QML","2,782",10,3.5 out of 5 stars,09-Feb-18,(20% off),by Nicholas Sherriff | 9 February 2018
"Practical UX Design: A foundational yet practical approach to UX that delivers more creative, collaborative, holistic, and mature design solutions, regardless of your background or experience","2,464",10,4.2 out of 5 stars,06-Jan-16,(20% off),by Scott Faranello | 6 January 2016
Spark Cookbook,"2,782",8,3.6 out of 5 stars,27-Jul-15,(20% off),by Rishi Yadav | 27 July 2015
FreeSWITCH Cookbook,"1,828",6,4.8 out of 5 stars,23-Feb-12,(20% off),by Anthony Minessale | 23 February 2012
Learn WebAssembly: Build web applications with native performance using Wasm and C/C++,"2,600",8,3.6 out of 5 stars,25-Sep-18,(26% off),by Mike Rourke | 25 September 2018
Was Katzen wirklich mögen und was nicht: Kater Samy packt aus,"1,231",1,5.0 out of 5 stars,14-Oct-14,(12% off),German Edition | by Ursula Geier | 14 October 2014
"Professional Cloud Architect – Google Cloud Certification Guide: A handy guide to designing, developing, and managing enterprise-grade GCP cloud solutions","2,535",47,4.3 out of 5 stars,18-Oct-19,(18% off),by Konrad Cłapa and Brian Gerrard | 18 October 2019
"Professional Cloud Architect – Google Cloud Certification Guide: A handy guide to designing, developing, and managing enterprise-grade GCP cloud solutions","2,535",47,4.3 out of 5 stars,18-Oct-19,(18% off),by Konrad Cłapa and Brian Gerrard | 18 October 2019
Web Services Testing with soapUI,"3,100",20,3.4 out of 5 stars,26-Oct-12,(20% off),by Charitha Kankanamge | 26 October 2012
"Swift Protocol-Oriented Programming: Increase productivity and build faster applications with Swift 5, 4th Edition","1,828",21,4.3 out of 5 stars,28-Jun-19,(20% off),by Jon Hoffman | 28 June 2019
