book_name,book_ratings,book_number_of_reviews,book_price,book_discount,book_author,day,month,year,years_launched,keyword,keyword2
Front-End Development Projects with Vue.js: Learn to build scalable web applications and dynamic user interfaces with Vue 2,4.3,13,2464,20,"by Raymond Camden , Hugo Di Francesco , et al. ",27,November,2020,2,['projects vue js'],['vue']
Docker Certified Associate (DCA): Exam Guide: Enhance and validate your Docker skills by gaining Docker certification,4.8,18,2464,20,by Francisco Javier Ramirez Urea ,28,September,2020,2,['gaining docker certification'],['docker']
Natural Language Processing Fundamentals: Build intelligent applications that can interpret the human language to deliver impactful results,3.7,10,2464,20,by Sohom Ghosh and Dwight Gunning ,30,March,2019,3,['natural language processing'],['interpret']
DevOps Paradox: The truth about DevOps by the people on the front line,4.9,9,2464,20,by Viktor Farcic ,30,August,2019,3,['devops paradox'],['devops']
Azure Data Engineer Associate Certification Guide: A hands-on reference guide to developing your data engineering skills and preparing for the DP-203 exam,4,13,3102,20,by Newton Alex ,28,February,2022,0,['azure data engineer'],['azure']
Optimizing Databricks Workloads: Harness the power of Apache Spark in Azure and maximize the performance of modern big data workloads,4.8,10,2464,20,"by Anirudh Kala , Anshul Bhatnagar , et al. ",24,December,2021,1,['optimizing databricks workloads'],['databricks']
Principles of Data Science: Mathematical techniques and theory to succeed in data-driven industries,4.1,25,2782,20,by Sinan Ozdemir ,13,December,2016,6,['principles data science'],['data']
Robotic Process Automation Projects: Build real-world RPA solutions using UiPath and Automation Anywhere,4.5,34,2466,20,by Nandan Mullakara and Arun Kumar Asokan ,26,May,2020,2,['robotic process automation'],['automation']
Learn React Hooks: Build and refactor modern React.js applications using Hooks,4.3,23,2464,20,by Daniel Bugl ,18,October,2019,3,['learn react hooks'],['react']
Implementing Domain-Specific Languages with Xtext and Xtend -,4.7,9,2782,20,by Lorenzo Bettini ,6,January,2016,6,['languages xtext xtend'],['xtext']
"Learning Node.js Development: Learn the fundamentals of Node.js, and deploy and test Node.js applications on the web",3.9,27,2464,20,by Andrew Mead ,31,January,2018,4,['learning node js'],['node']
Natural Language Processing: Python and NLTK,3.9,2,5247,0,"by Nitin Hardeniya, Jacob Perkins, et al. ",18,November,2016,6,['python nltk'],['nltk']
Ensemble Machine Learning Cookbook: Over 35 practical recipes to explore ensemble machine learning techniques using Python,3.4,6,999,71,by Dipayan Sarkar Vijayalakshmi Natarajan ,1,January,2019,3,['ensemble machine learning'],['ensemble']
AWS Networking Cookbook,3.6,7,2150,39,by Satyajit Das and Jhalak Modi ,24,August,2017,5,['aws networking cookbook'],['aws']
"Machine Learning with R: Expert techniques for predictive modeling, 3rd Edition",4.6,219,2200,37,by Brett Lantz ,15,April,2019,3,['expert techniques predictive'],['predictive']
"Blender 3D Basics Beginner's Guide: This book will have you diving into the great features of Blender in no time. Written for absolute beginners, it ... Once completed, you'll never look back.",4.4,38,3339,20,by Gordon Fisher ,26,August,2014,8,['blender 3d basics'],['blender']
"Mastering Machine Learning Algorithms: Expert techniques for implementing popular machine learning algorithms, fine-tuning your models, and understanding how they work, 2nd Edition",4.3,43,2782,20,by Giuseppe Bonaccorso ,31,January,2020,2,['mastering machine learning'],['learning']
"Linux Kernel Programming Part 2 - Char Device Drivers and Kernel Synchronization: Create user-kernel interfaces, work with peripheral I/O, and handle hardware interrupts",4.7,93,2227,20,by Kaiwan N Billimoria ,19,March,2021,1,['drivers kernel synchronization'],['kernel']
React 16 Essentials -,3.8,4,1828,20,by Artemij Fedosejev and Adam Boduch ,30,November,2017,5,['react 16 essentials'],['react']
Practical Data Science with Python: Learn tools and techniques from hands-on examples to extract insights from data,4.8,11,3100,20,by Nathan George ,30,September,2021,1,['data science python'],['data']
Mastering GUI Programming with Python: Develop impressive cross-platform GUI applications with PyQt,4.3,104,2464,20,by Alan D. Moore ,24,May,2019,3,['gui applications pyqt'],['pyqt']
"Extreme C: Taking you to the limit in Concurrency, OOP, and the most advanced capabilities of C",4.5,116,3100,20,by Kamran Amini ,31,October,2019,3,['concurrency oop advanced'],['concurrency']
"Jira 8 Administration Cookbook: Over 90 recipes to administer, customize, and extend Jira Core and Jira Service Desk, 3rd Edition",4.4,27,1828,20,by Patrick Li ,27,June,2019,3,['jira administration cookbook'],['jira']
"Cybersecurity – Attack and Defense Strategies: Counter modern threats and employ state-of-the-art tools and techniques to protect your organization against cybercriminals, 2nd Edition",4.6,144,2464,20,by Yuri Diogenes and Dr. Erdal Ozkaya ,31,December,2019,3,['cybersecurity attack defense'],['cybersecurity']
Hands-On Functional Programming in Rust: Build modular and reactive applications with functional programming techniques in Rust 2018,3.1,11,2454,30,by Andrew Johnson ,31,May,2018,4,['functional programming rust'],['rust']
Deep Learning for Computer Vision: Expert techniques to train advanced neural networks using TensorFlow and Keras,3.5,33,2464,20,by Rajalingappaa Shanmugamani ,23,January,2018,4,['deep learning computer'],['tensorflow']
In-Memory Analytics with Apache Arrow: Perform faster and more efficient data analytics on both flat and hierarchical data structures,4.6,6,4893,15,by Matthew Topol ,17,June,2022,0,['memory analytics'],['analytics']
"Flutter for Beginners: An introductory guide to building cross-platform mobile applications with Flutter 2.5 and Dart, 2nd Edition",4.6,12,2784,20,"by Thomas Bailey , Alessandro Biessek , et al. ",18,October,2021,1,['mobile applications flutter'],['flutter']
"Microsoft Dynamics 365 Extensions Cookbook: Add functionality to existing model elements, source code and finally package and deploy using DevOps",3.7,14,3419,20,by Rami Mounla ,7,June,2017,5,['dynamics 365 extensions'],['extensions']
"Customizing ASP.NET Core 6.0: Learn to turn the right screws to optimize ASP.NET Core applications for better performance, 2nd Edition",4,6,1828,20,"by Jürgen Gutsch , Damien Bowden, et al. ",31,December,2021,1,['asp net core'],['optimize']
"Unreal Engine 4 Virtual Reality Projects: Build immersive, real-world VR applications using UE4, C++, and Unreal Blueprints",4.6,55,2464,20,by Kevin Mack and Robert Ruud ,30,April,2019,3,['unreal engine virtual'],['vr']
Mastering Azure Security: Safeguard your Azure workload with innovative cloud security measures,4.6,43,2039,15,by Mustafa Toroman and Tom Janetscheck ,7,May,2020,2,['mastering azure security'],['azure']
"Mastering Swift 5.3: Upgrade your knowledge and become an expert in the latest version of the Swift programming language, 6th Edition",4.2,42,2226,20,by Jon Hoffman ,23,November,2020,2,['mastering swift'],['swift']
WordPress Plugin Development Cookbook -: Create powerful plugins to extend the world's most popular CMS,4.4,22,2464,20,by Yannick Lefebvre ,26,July,2017,5,['create powerful plugins'],['plugins']
"CISA – Certified Information Systems Auditor Study Guide: Aligned with the CISA Review Manual 2019 to help you audit, monitor, and assess information systems",4.6,210,3100,20,by Hemang Doshi ,21,August,2020,2,['information systems auditor'],['cisa']
Data Science for Marketing Analytics: A practical guide to forming a killer marketing strategy through data analysis with Python,4.7,12,2226,20,"by Mirza Rahim Baig , Gururajan Govindan , et al. ",7,September,2021,1,['data science marketing'],['marketing']
"Salesforce Data Architecture and Management: A pragmatic guide for aspiring Salesforce architects and developers to manage, govern, and secure their data effectively",4,13,2782,20,by Ahsan Zafar ,30,July,2021,1,['salesforce data architecture'],['salesforce']
"Mastering Blockchain: A deep dive into distributed ledgers, consensus protocols, smart contracts, DApps, cryptocurrencies, Ethereum, and more, 3rd Edition",4.4,171,554,44,by Imran Bashir ,31,August,2020,2,['mastering blockchain deep'],['blockchain']
Node.js Design Patterns -: Master best practices to build modular and scalable server-side web applications,4.4,57,3100,20,by Mario Casciaro and Luciano Mammino ,6,January,2016,6,['node js design'],['node']
Hands-On Reactive Programming with Python: Event-driven development unraveled with RxPY,4.4,3,2782,20,by Romain Picard ,25,October,2018,4,['reactive programming python'],['rxpy']
Wireshark Essentials,4.6,12,1510,20,by James H. Baxter ,28,October,2014,8,['wireshark essentials'],['wireshark']
"Mastering Python Design Patterns: A guide to creating smart, efficient, and reusable software, 2nd Edition",4.4,43,2784,20,by Kamon Ayeva and Sakis Kasampalis ,31,August,2018,4,['python design patterns'],['python']
Salesforce Essentials for Administrators,3.8,17,1828,20,by Mohith Shrivastava ,10,October,2014,8,['salesforce essentials administrators'],['administrators']
"Microsoft Identity and Access Administrator Exam Guide: Implement IAM solutions with Azure AD, build an identity governance strategy, and pass the SC-300 exam",5,5,2784,20,by Dwayne Natwick and Shannon Kuehn ,10,March,2022,0,['iam solutions azure'],['azure']
Learning Continuous Integration with Jenkins: A beginner's guide to implementing Continuous Integration and Continuous Delivery using Jenkins,4.1,4,3736,20,by Nikhil Pathania ,6,January,2016,6,['continuous integration jenkins'],['jenkins']
Building Computer Vision Projects with OpenCV 4 and C++: Implement complex computer vision algorithms and explore deep learning and face detection,4.1,31,3100,20,"by David Millán Escrivá, Prateek Joshi , et al. ",26,March,2019,3,['vision projects opencv'],['opencv']
Hands-On Machine Learning for Algorithmic Trading: Design and implement investment strategies based on smart algorithms that learn from data using Python,3.9,35,3736,20,by Stefan Jansen ,31,December,2018,4,['learning algorithmic trading'],['algorithms']
"Learning AWS IoT: Effectively manage connected devices on the AWS cloud using services such as AWS Greengrass, AWS button, predictive analytics and machine learning",3.1,7,2464,20,by Agus Kurniawan ,29,January,2018,4,['learning aws iot'],['aws']
"Spring Boot 2.0 Cookbook: Configure, test, extend, deploy, and monitor your Spring Boot application both outside and inside the cloud, 2nd Edition",3,6,2782,20,by Alex Antonov ,26,February,2018,4,['spring boot application'],['spring']
"Advanced C++ Programming Cookbook: Become an expert C++ programmer by mastering concepts like templates, concurrency, and type deduction",3.9,21,2466,20,by Dr. Rian Quinn ,30,January,2020,2,['templates concurrency'],['templates']
Learn C# in 7 days,2.7,7,2465,20,by Gaurav Aroraa ,6,October,2017,5,['learn days'],['learn']
Angular 2 Cookbook: Discover over 70 recipes that provide the solutions you need to know to face every challenge in Angular 2 head on,4.1,26,2640,25,by Matt Frisbie ,20,January,2017,5,['angular cookbook'],['angular']
"Julia High Performance: Optimizations, distributed computing, multithreading, and GPU programming with Julia 1.0 and beyond, 2nd Edition",4.2,11,1828,20,by Avik Sengupta and Alan Edelman ,10,June,2019,3,['gpu programming julia'],['julia']
"Internet of Things for Architects: Architecting IoT solutions by implementing sensors, communication infrastructure, edge computing, analytics, and security",4.2,35,2200,27,by Perry Lea ,22,January,2018,4,['architects architecting iot'],['iot']
Learning Qlik Sense®: The Official Guide -: The Official Guide Second Edition: Get the most out of your Qlik Sense investment with the latest insight and guidance direct from the Qlik Sense team,3.6,23,3101,20,"by Christopher Ilacqua, Henric Cronstrom, et al. ",24,December,2015,7,['edition qlik sense'],['qlik']
"ROS Robotics Projects: Build and control robots powered by the Robot Operating System, machine learning, and virtual reality, 2nd Edition",3.8,22,2784,20,by Ramkumar Gandhinathan and Lentin Joseph ,18,December,2019,3,['ros robotics projects'],['robotics']
Google Cloud for DevOps Engineers: A practical guide to SRE and achieving Google's Professional Cloud DevOps Engineer certification,4.5,19,2782,20,by Sandeep Madamanchi ,2,July,2021,1,['devops engineer certification'],['devops']
Mastering Unit Testing Using Mockito and JUnit,4.1,18,2703,20,by Sujoy Acharya ,15,July,2014,8,['using mockito junit'],['mockito']
The The Complete Coding Interview Guide in Java: An effective guide for aspiring Java developers to ace their programming interviews,4.5,45,2782,20,by Anghel Leonard ,28,August,2020,2,['interview guide java'],['java']
Expert Angular,3.9,3,3100,20,"by Mathieu Nayrolles, Rajesh Gunasundaram , et al. ",31,July,2017,5,['expert angular'],['angular']
"Building Web APIs with FastAPI and Python: A fast-paced guide to building high-performance, robust web APIs with very little boilerplate code",4.4,3,2386,20,by Abdulazeez Abdulazeez Adeshina ,1,August,2022,0,['web apis fastapi'],['apis']
